2023-01-07 23:26:15 INFO  WebdriverEvents:43 - navigating to https://naveenautomationlabs.com/opencart/index.php?route=common/home
2023-01-07 23:26:18 INFO  WebdriverEvents:49 - Navigated to https://naveenautomationlabs.com/opencart/index.php?route=common/home
2023-01-07 23:26:18 INFO  WebdriverEvents:90 - Finding element By.cssSelector: a[title='My Account']
2023-01-07 23:26:18 INFO  WebdriverEvents:96 - Elelement Found By.cssSelector: a[title='My Account']
2023-01-07 23:26:18 INFO  WebdriverEvents:102 - Clicking on [[EdgeDriver: msedge on WINDOWS (b1d954b179d7634f72f600f5ad332fe0)] -> css selector: a[title='My Account']]
2023-01-07 23:26:18 INFO  WebdriverEvents:108 - Clicked on [[EdgeDriver: msedge on WINDOWS (b1d954b179d7634f72f600f5ad332fe0)] -> css selector: a[title='My Account']]
2023-01-07 23:26:18 INFO  WebdriverEvents:90 - Finding element By.xpath: //a[text()='Login']
2023-01-07 23:26:18 INFO  WebdriverEvents:96 - Elelement Found By.xpath: //a[text()='Login']
2023-01-07 23:26:18 INFO  WebdriverEvents:102 - Clicking on [[EdgeDriver: msedge on WINDOWS (b1d954b179d7634f72f600f5ad332fe0)] -> xpath: //a[text()='Login']]
2023-01-07 23:26:18 INFO  WebdriverEvents:108 - Clicked on [[EdgeDriver: msedge on WINDOWS (b1d954b179d7634f72f600f5ad332fe0)] -> xpath: //a[text()='Login']]
2023-01-07 23:26:18 INFO  WebdriverEvents:90 - Finding element By.cssSelector: form div[class='form-group']:first-of-type input
2023-01-07 23:26:18 INFO  WebdriverEvents:96 - Elelement Found By.cssSelector: form div[class='form-group']:first-of-type input
2023-01-07 23:26:18 INFO  WebdriverEvents:90 - Finding element By.cssSelector: form div[class='form-group']:last-of-type input
2023-01-07 23:26:18 INFO  WebdriverEvents:96 - Elelement Found By.cssSelector: form div[class='form-group']:last-of-type input
2023-01-07 23:26:18 INFO  WebdriverEvents:90 - Finding element By.cssSelector: input[type='submit']
2023-01-07 23:26:19 INFO  WebdriverEvents:96 - Elelement Found By.cssSelector: input[type='submit']
2023-01-07 23:26:19 INFO  CustomListener:19 - Test execution has started for : helloHelloMikeTesting
2023-01-07 23:26:19 ERROR CustomListener:30 - Test execution failed and taking screen shot: helloHelloMikeTesting
2023-01-07 23:26:22 INFO  WebdriverEvents:43 - navigating to https://naveenautomationlabs.com/opencart/index.php?route=common/home
2023-01-07 23:26:25 INFO  WebdriverEvents:49 - Navigated to https://naveenautomationlabs.com/opencart/index.php?route=common/home
2023-01-07 23:26:25 INFO  WebdriverEvents:90 - Finding element By.cssSelector: a[title='My Account']
2023-01-07 23:26:25 INFO  WebdriverEvents:96 - Elelement Found By.cssSelector: a[title='My Account']
2023-01-07 23:26:25 INFO  WebdriverEvents:102 - Clicking on [[EdgeDriver: msedge on WINDOWS (8d3e87b64faac7e8e6f00cddd5fb33ce)] -> css selector: a[title='My Account']]
2023-01-07 23:26:25 INFO  WebdriverEvents:108 - Clicked on [[EdgeDriver: msedge on WINDOWS (8d3e87b64faac7e8e6f00cddd5fb33ce)] -> css selector: a[title='My Account']]
2023-01-07 23:26:25 INFO  WebdriverEvents:90 - Finding element By.xpath: //a[text()='Login']
